"TCGA-A3-3320-01A-02R-1325-07"	"TCGA-A3-3323-01A-02R-1325-07"	"TCGA-A3-3326-01A-01R-0864-07"	"TCGA-A3-A6NJ-01A-12R-A33J-07"	"TCGA-A3-A8OU-01A-11R-A37O-07"	"TCGA-AS-3778-01A-01R-A32Z-07"	"TCGA-B0-5690-01A-11R-1541-07"	"TCGA-B4-5834-01A-11R-1672-07"	"TCGA-B4-5844-01A-11R-1672-07"	"TCGA-B8-A54K-01A-11R-A33J-07"	"TCGA-BP-4165-01A-02R-1289-07"	"TCGA-CW-6093-01A-11R-1672-07"	"TCGA-EU-5904-01A-11R-1672-07"	"TCGA-T7-A92I-01A-11R-A37O-07"
"ENAM|10117"	176.2364	185.0602	80.5124	178.0712	177.1638	115.8601	129.3833	144.7725	209.643	30.4557	173.755	209.9678	259.4323	1161.5316
"ENC1|8507"	580.9042	836.4193	594.0805	516.4026	396.1032	601.7238	1146.1951	848.6709	619.0803	2365.0028	668.2006	734.0257	460.9522	132.7131
"ENDOD1|23052"	2304.8748	1852.5301	1379.6889	2402.561	2514.0187	1896.1498	1759.7743	2064.3261	2666.1614	2154.294	1316.9326	2888.1029	2313.6903	6263.2366
"ENDOG|2021"	44.7032	68.1012	60.3111	120.5802	100.2194	166.0509	66.2475	151.0129	135.6571	134.8472	317.4759	137.8714	58.2573	183.3024
"ENDOU|8909"	1.0617	0.4819	0.9149	7.2029	1.219	1.0597	2.0153	6.8201	6.787	4.0309	1.5022	4.5016	4.3119	4.7861
"ENGASE|64772"	494.382	1054.4578	771.2717	511.4046	985.7781	692.6881	236.5981	169.883	164.7734	661.9639	682.5016	236.9775	242.1847	408.0168
"ENG|2022"	5296.6398	11249.6289	8111.6194	12020.8083	15891.0971	11077.3578	24710.1975	20530.7293	19198.172	10676.52	17123.1282	16691.3151	17541.8613	1647.6189
"ENHO|375704"	1.4156	4.3373	4.5746	2.8011	10.1585	2.1194	8.8674	0.62	2.6394	0	4.5066	6.4309	2.1559	3.8887
"ENKUR|219670"	15.925	56.8675	25.6176	28.4114	21.9423	8.8308	16.9287	15.8103	6.4099	73.0041	14.5213	9.0032	21.2001	12.2644
"ENO1|2023"	60914.0936	59662.6506	79667.8866	80889.1557	93169.037	87800.4239	50033.0512	60878.8654	81739.66	53953.6446	70171.4766	57206.4309	64878.189	18014.0592
"ENO2|2026"	5359.2851	5170.1205	3998.1702	2398.9596	4299.0654	4862.5927	3151.1487	4176.7031	4136.3019	6511.2529	1605.8566	3737.6206	2785.4833	476.8172
"ENO3|2027"	22.295	36.1446	51.2351	32.8131	77.6107	24.373	27.8114	28.8305	34.6891	51.9539	55.5816	12.8617	16.1696	674.2447
"ENOPH1|58478"	869.5037	741.6867	744.7392	871.1485	898.4153	661.9569	920.5965	762.9234	933.5901	863.0612	1088.5975	880.3859	716.493	1002.3931
"ENOSF1|55556"	1521.9676	995.9566	1500.4941	1235.7183	1322.5477	1084.0374	944.1959	371.8422	862.7413	671.5709	1714.4209	627.09	604.4808	432.5127
"ENOX1|55068"	87.4104	21.2048	22.8728	33.6134	7.7204	16.6019	29.8267	22.3204	23.3775	40.309	22.0323	17.6849	12.5764	2.6922
"ENOX2|10495"	191.8075	246.2651	186.6423	187.2749	150.7517	184.0339	247.0778	275.9048	240.9386	139.738	135.6991	254.0193	210.2048	298.5343
"ENPEP|2028"	19952.9328	17154.6988	12604.7575	9257.7031	14631.0443	9482.8682	6440.5482	8370.4565	16309.9248	495.3533	6634.2357	13912.8617	15909.8096	5576.4284
"ENPP1|5167"	37.5122	74.6988	39.3413	78.4314	46.729	43.8008	52.8013	32.8606	46.7549	130.7804	27.5404	47.2669	68.9903	3684.4152
"ENPP2|5168"	17563.8326	10233.7349	3997.2553	1854.7419	3149.1264	7810.3144	62564.6917	46170.348	70623.6785	12758.7056	26562.9812	11535.0482	53878.5483	155.5489
"ENPP3|5169"	5115.4561	7640.9639	14284.538	6267.3069	10419.7481	15844.5779	7331.318	4377.2766	10506.2822	25.5291	9327.6884	8860.1286	6021.2001	1011.9653
"ENPP4|22875"	2126.1612	982.1687	955.1693	862.7451	897.1963	933.5924	692.4627	1656.359	1171.5123	1552.7936	604.8877	907.3955	1754.2221	1121.7469
"ENPP5|59084"	902.7692	509.3976	435.4986	539.4158	629.8253	681.7379	202.7408	925.6762	618.7485	1159.5566	745.5942	370.7395	648.94	2262.0401
"ENPP6|133121"	5.3083	61.2048	9.1491	6.0024	11.7838	5.6517	20.1532	21.3904	26.771	3.583	6.0088	3.537	3.9526	13.7601
"ENPP7|339221"	3.185	1.4458	4.5746	342.1369	2.8444	288.5906	20.1532	10.2302	4.5247	0.8958	9.514	0.9646	24.7934	0.5983
"ENSA|2029"	3051.9331	2168.1928	2406.2214	2745.098	3149.1264	2856.941	2649.3349	3063.7836	2774.3764	2981.9729	3173.6573	2575.8842	3114.2652	3496.8591
"ENTHD1|150350"	0.7078	0.9639	3.6597	0	0.4063	0	0.4031	0.31	0.7541	0	0	0.6431	0.3593	0
"ENTPD1|953"	1958.7614	3178.2747	2284.538	1371.7487	1564.807	2123.9845	3462.7086	2988.7623	3381.0592	1270.6259	1807.6377	2857.2283	2502.3356	2015.854
"ENTPD2|954"	444.1299	117.5904	407.1363	274.1096	306.7859	357.4709	345.0222	216.3838	452.0899	357.8547	1019.4961	153.3762	262.3069	2.6922
"ENTPD3|956"	1.4156	0.4819	0.9149	1.2005	1.219	0	0	0	0.3771	0.4479	1.5022	1.2862	0	4.1879
"ENTPD4|9583"	317.084	392.7711	287.2827	285.3141	310.0366	221.4765	263.2003	174.8431	311.8251	256.6342	209.8079	308.0386	182.8962	526.7724
"ENTPD5|957"	1182.9957	333.5518	493.1016	295.9944	193.3685	660.5122	341.2979	305.8297	821.8572	165.285	413.7372	483.2797	756.8703	546.9249
"ENTPD6|955"	933.5575	1253.9759	1207.6853	1072.0288	1632.2633	1222.5362	540.5079	456.638	647.7818	1898.1077	1059.0542	909.9678	697.0895	2002.6922
"ENTPD7|57089"	243.323	279.894	214.9588	280.3201	326.7371	300.4804	344.47	207.4556	351.1294	167.6542	140.7516	431.3698	186.2091	234.7293
"ENTPD8|377841"	35.7427	12.0482	56.7246	11.6046	30.8818	27.1989	41.5155	2.17	22.6233	4.9267	55.0808	5.1447	8.6238	2.6922
"ENY2|56943"	388.5694	318.5542	387.9231	508.2033	638.7647	476.1568	451.4309	503.1388	449.8275	458.6273	324.9769	404.5016	521.3798	657.1941
"EOMES|8320"	56.2682	123.8554	148.2159	282.9132	39.0085	31.7909	35.8726	30.6905	16.5905	10.3012	92.6359	20.9003	41.3223	22.1358
"EP300|2033"	3608.5995	3098.7952	2814.2726	2524.2097	2000	2601.9075	3085.4494	2538.6344	3293.2052	2605.7552	1953.3666	4362.701	2727.2727	3002.0939
"EP400NL|347918"	89.8876	74.2169	53.9799	49.2197	41.0402	85.8354	90.6892	48.6709	33.558	35.3824	100.6477	72.0257	81.5667	69.997
"EP400|57634"	1327.4352	1449.1566	1205.8554	1197.2789	1191.3856	1246.556	1174.1233	997.9075	1057.2644	1319.4491	1057.0512	1365.2733	1128.2788	1393.0601
"EPAS1|2034"	26772.0074	23490.6024	17882.8911	26329.7319	22342.95	24038.1491	43685.6106	41549.7171	41632.9909	22695.7787	21459.9925	33839.2283	47178.5843	3509.1235
"EPB41L1|2036"	2782.978	2293.9759	2083.2571	2587.435	2976.8387	2373.3663	3371.2213	3081.7639	2133.0045	5237.4874	2816.6334	3388.4244	2632.7704	1888.1244
"EPB41L2|2037"	1645.2269	2905.5422	2113.4492	1924.3697	2270.6217	1608.9721	2193.4704	2554.4447	2018.3796	1151.9427	1110.6298	2382.3151	2110.6719	1501.3461
"EPB41L3|23136"	1024.8607	1289.1566	638.6093	1121.6487	826.8996	978.0996	712.2128	892.8156	786.5384	1112.9773	957.9057	522.1865	831.4768	288.0646
"EPB41L4A|64097"	2727.7714	2129.6386	1711.8024	1640.6563	1655.4246	1899.6821	1378.4764	1596.2179	1968.9853	1463.6659	1369.009	1651.4469	2599.7125	1864.7921
"EPB41L4B|54566"	2.1233	7.2289	2.7447	1.2005	3.657	13.7761	4.4337	3.1001	2.2623	79.7223	0	0.9646	1.4373	18.5462
"EPB41L5|57669"	1056.7106	698.7952	515.0961	535.8143	482.7306	969.2688	340.5885	814.6943	757.8821	948.1581	463.6805	715.7556	736.9745	1150.4637
"EPB41|2035"	1399.8089	3094.4964	1165.1327	1515.3782	1265.3474	940.3038	696.6949	632.3367	846.8296	700.5845	816.8137	1077.7138	872.2458	888.5432
"EPB42|2038"	1.4156	0.4819	0	0.4002	0	0	6.0459	7.1301	0	0	1.5022	0.6431	0	0
"EPB49|2039"	3037.7776	1055.4217	2098.8106	2461.3846	2208.8582	2961.4977	1365.9815	1386.6543	1438.8449	1717.6128	2480.6403	1443.4084	1869.2059	1127.4305
"EPC1|80314"	819.2515	618.7952	414.4556	576.6307	298.2527	576.1215	602.9827	732.8528	570.4854	649.4234	357.5247	956.9132	507.0068	397.248
"EPC2|26122"	758.3827	822.1687	626.7155	541.8167	406.7452	683.1508	679.1616	859.645	751.4722	827.6789	416.1106	890.6752	670.1401	461.8606
"EPCAM|4072"	1271.8747	704.0964	1036.5965	940.7763	308.4112	1708.9368	479.6453	519.2591	818.9652	4746.165	1314.4289	669.4534	983.8304	10.4696
"EPDR1|54749"	885.4286	748.4337	635.8646	709.884	1051.1987	826.2098	389.7622	508.4089	714.8978	438.4727	770.1302	785.209	623.0686	273.4071
"EPGN|255324"	0	0	0	0	0	0	0	0	0.3771	0	0	0	0	0
"EPHA10|284656"	2.4772	0.9639	0.9149	0	2.0317	1.0597	0.8061	0.62	0	48.3708	2.0029	0	0.3593	2.0939
"EPHA1|2041"	12.0322	84.8193	69.5334	29.2117	48.3543	58.9898	23.3777	6.2001	7.5411	173.7767	14.5213	9.6463	38.0884	25.4263
"EPHA2|1969"	1017.7829	747.4699	762.1226	4500.6002	3827.7123	933.9456	2390.1653	954.5067	1474.6652	895.7564	1290.3937	6654.6624	1486.5253	608.7347
"EPHA3|2042"	360.9661	480	373.2845	52.0208	12.5965	150.8301	723.9017	317.1355	514.6811	401.2988	354.5203	216.0772	374.4161	31.1098
"EPHA4|2043"	762.2755	368.1928	350.4117	474.5898	520.1138	716.3546	575.5744	1408.9747	764.6993	523.5696	286.4203	747.2669	794.8257	775.3515
"EPHA5|2044"	0	0	0	0.4002	0	0	0	0	0	0	0	0	0	0
"EPHA6|285220"	8.8472	126.2651	2.7447	46.0184	47.1353	29.6715	24.9899	4.9601	0	67.6296	0	0	0.7186	1.4957
"EPHA7|2045"	579.3152	2849.6386	1326.624	819.1277	1724.0959	1272.3419	469.1657	755.4832	937.3607	2.2394	816.6985	1029.2605	890.406	3.5896
"EPHA8|2046"	0.3539	0	0	0.4002	0	0.3532	0.4031	0	0	0	1.5022	0	0	0.2991
"EPHB1|2047"	206.6708	110.3614	125.3431	22.409	166.5989	17.6616	268.0371	175.7731	305.4152	252.6033	44.5654	191.3183	67.1937	153.7541
"EPHB2|2048"	82.8099	199.5181	214.0897	100.04	53.6367	148.0042	12.495	31.0005	19.6069	225.2827	25.5375	52.09	49.9461	49.0577
"EPHB3|2049"	86.3488	137.3494	68.6185	78.4314	93.8643	111.6213	360.3386	48.6709	46.7549	253.9469	214.3145	63.3441	74.0208	41.5794
"EPHB4|2050"	1368.1324	1903.6145	1560.8417	1959.1837	1680.2113	2450.7241	3326.4813	1944.044	2079.0856	2040.9809	1078.5828	2439.8714	1909.8096	781.6333
"EPHB6|2051"	289.1268	413.012	458.3715	190.4762	264.5266	411.1621	287.3841	157.1728	339.7273	836.6364	526.2723	256.2701	319.0801	60.1256
"EPHX1|2052"	1553.9237	1140.7229	1172.0037	1946.7787	1646.0788	1769.3395	2301.4913	3725.9552	2310.2208	978.1659	2350.4493	1718.9711	3705.3539	5446.3057
"EPHX2|2053"	2328.2314	1290.6024	1652.333	3200.8804	1320.6014	1252.9142	1288.5933	1310.3929	1348.7285	1410.8163	2732.51	1107.717	1493.7118	1262.3392
"EPHX3|79852"	7.0778	108.4337	17.3833	10.4042	52.8241	54.3977	155.1794	24.4904	20.361	39.8612	18.0265	17.3633	18.3255	2.3931
"EPHX4|253152"	15.2172	24.0964	3.6597	1.6006	18.6916	15.8954	102.3781	53.3209	34.3121	82.8575	33.0485	26.3666	34.4951	0.5983
"EPM2AIP1|9852"	1156.1532	822.6506	689.8445	635.8543	574.5632	546.45	724.7078	622.1809	706.9796	1649.0874	1002.9719	663.6656	693.4962	1744.5408
"EPM2A|7957"	154.2953	126.747	111.6194	157.6631	85.7375	171.6708	128.5772	198.4035	245.4633	90.0235	139.705	205.4662	191.1606	259.647
"EPN1|29924"	1823.2328	2640.4819	2453.7969	3329.3317	4295.4084	4072.0593	3098.3474	2803.3791	1899.9841	2683.686	3528.6783	1906.1093	2513.834	2819.0248
"EPN2|22905"	1198.9737	1059.2771	1012.8088	900.3601	980.0894	1465.9131	1413.946	1307.9129	1127.0197	3236.3677	1110.1291	1033.7621	1568.8106	582.1119
"EPN3|55040"	0.3539	1.4458	0	2.0008	2.438	1.0597	0.4031	0.31	0.3771	62.2551	12.6736	0	0	10.0449
"EPOR|2057"	295.2561	316.9831	325.5627	173.4854	305.9041	391.3387	264.2281	166.7271	116.1332	671.0738	511.1952	103.8424	197.4308	395.6177
"EPO|2056"	2.1233	102.6506	0.9149	1.6006	10.5648	72.7658	140.6691	161.8228	25.2627	35.8303	1.0015	0	499.8203	0.5983
"EPPK1|83481"	469.9637	352.2892	214.0897	412.565	128.8094	454.9629	172.9141	122.7621	133.4777	1050.7222	282.9152	221.2219	282.0697	5.3844
"EPR1|8475"	18.8446	39.653	88.0238	29.2277	66.7249	52.9142	39.7743	57.4099	29.4745	18.157	12.3581	38.2958	21.3115	24.3823
"EPRS|2058"	2983.6327	3615.4217	2373.2845	2283.3133	2211.2962	1869.6574	2353.8896	3231.8066	2555.6841	2920.6136	1591.836	3407.3955	2601.8685	1925.516
"EPS15L1|58513"	696.0984	820.7229	778.591	877.551	833.4011	710.3497	722.2894	762.3033	751.8492	687.0451	850.2477	695.4984	664.7503	1524.0802
"EPS15|2060"	2153.4106	1777.8313	1552.6075	1803.1212	1242.5843	1480.0424	1698.1056	1793.6914	1902.2464	1528.6082	1220.7915	1731.1897	1680.5605	1100.5085
"EPS8L1|54869"	7.0778	112.7711	4.5746	10.8043	75.1727	28.2586	22.9746	22.9404	14.3281	1706.4159	14.5213	17.0418	12.5764	10.1705
"EPS8L2|64787"	5703.2646	4646.2651	6677.9506	5330.1321	7603.8196	8454.6097	2678.7586	2759.0483	2073.0527	13230.3214	6914.1465	1922.1865	4354.2939	2116.9608
"EPS8L3|79574"	11.6783	0	1.8298	15.6062	0.4063	62.8753	0	9.9202	0.7541	0	62.0911	0	48.1495	0
"EPS8|2059"	4871.2731	3304.5783	3098.8106	2517.8071	2681.024	3296.3617	2959.2906	3473.3008	3621.2437	906.5054	2444.5874	2989.7106	3619.1161	130.4218
"EPSTI1|94240"	281.6951	551.8072	913.9982	690.2761	295.8147	402.3313	189.0367	281.1749	351.0389	107.9386	247.8637	289.0675	256.5577	692.7909
"EPT1|85465"	1206.048	593.253	599.2681	731.4526	513.5717	559.1558	461.9105	623.7309	870.2447	407.5288	459.1738	1043.0772	745.5695	1366.0694
"EPX|8288"	1.4156	1.4458	1.8298	0	1.6254	4.592	0.8061	0.31	0.3771	6.2703	2.0029	0	0	1.7948
"EPYC|1833"	0	2.4096	0.9149	4.8019	1.6254	0	0	0	0	0	2.0029	0	0	0.2991
"ERAL1|26284"	718.3933	809.1566	896.6148	719.888	910.6054	976.6867	919.3873	855.305	667.7658	928.0036	886.8014	723.7942	771.829	963.5058
"ERAP1|51752"	1682.4489	2231.8554	2330.5947	1735.2781	1688.9435	1883.278	1843.2285	2506.831	1833.9993	2386.81	1153.7031	1248.8842	1630.7905	786.3177
"ERAP2|64167"	2941.8738	1927.7108	2033.8518	2379.7519	1238.9273	197.4567	214.8327	2623.5759	123.2972	159.4446	285.9196	1464.3087	2213.0794	716.7215
"ERAS|3266"	2.1233	1.4458	1.8298	1.2005	4.8761	1.7662	2.4184	0.62	0.7541	4.4788	5.0073	0.6431	0.3593	1.1965
"ERBB2IP|55914"	2553.6583	2446.747	1807.8683	1740.2961	1471.7594	1728.0113	2579.605	2152.9877	2545.8806	1896.7641	1529.2442	2929.2605	2196.9098	2120.8495
"ERBB2|2064"	3020.0832	1584.5783	4372.3696	2386.9548	3049.9797	4476.8633	2198.7102	3100.9843	3680.4415	10154.7419	4415.4797	2516.0772	2776.8595	2973.0781
"ERBB3|2065"	8609.7496	4211.5663	7870.9973	2502.2009	2657.8627	7543.2709	2779.1213	4063.2411	4647.2125	2341.5071	7990.7264	3889.7106	4988.5016	446.904
"ERBB4|2066"	3.5389	19.759	11.8939	1.2005	0.4063	61.1091	0.4031	20.4604	9.0493	1912.8877	13.0191	3.537	52.4614	2.6922
"ERC1|23085"	1966.5576	1867.4699	1434.5837	1180.4722	1264.5266	1666.1957	2216.0419	2421.1424	1921.0992	1471.7277	802.6779	2112.5402	2280.6324	1073.5866
"ERC2|26059"	1.0617	3.8554	3.6597	1.6006	3.2507	1.7662	1.2092	1.86	0	4.9267	1.5022	0.9646	1.078	12.5636
"ERCC1|2067"	466.071	981.2048	888.3806	842.0008	909.5733	939.4313	804.4297	859.025	594.9186	632.9997	1091.1012	711.254	759.8527	727.6877
"ERCC2|2068"	280.2796	432.2892	383.3486	471.3886	632.629	494.1717	378.4764	337.5959	340.1043	302.7656	442.1489	329.9035	350.3414	753.7421
"ERCC3|2071"	1008.5818	1178.7952	1049.4053	917.567	1248.2731	1152.9495	900.0403	741.843	713.3895	1460.9786	1066.5652	876.5273	808.1207	947.3527
"ERCC4|2072"	331.9473	339.759	244.2818	182.8731	184.0715	188.9792	291.4148	408.2771	302.7758	167.5064	185.7726	289.3891	236.7948	405.3246
"ERCC5|2073"	1938.8658	2198.0723	2309.2406	1859.4118	1337.31	1438.7142	2316.84	1949.125	1379.6282	2058.9497	1953.8673	1348.8746	1858.0668	1474.4391
"ERCC6L|54821"	9.2011	17.3494	12.8088	6.4026	10.9711	12.7164	17.3317	9.3002	10.9346	12.5406	15.022	14.4695	7.5458	8.974
"ERCC6|2074"	366.4797	376.559	230.9698	173.0012	209.2239	260.378	252.9867	257.4471	263.6223	358.5981	132.6947	330.5723	283.5932	210.6312
"ERCC8|1161"	123.1531	132.0482	119.8536	132.0528	121.9017	136.3476	128.9802	149.4226	159.1175	176.0161	105.655	154.9839	111.0313	184.5648
"EREG|2069"	12.0322	3.8554	0.9149	7.2029	0.4063	6.7114	6.8521	13.3302	0.3771	0	0.5007	1.6077	27.668	0.8974
"ERF|2077"	1522.0738	950.8434	1098.8106	2663.8655	2669.2401	1522.077	2106.0056	1275.9823	1421.5003	858.5825	2186.709	2320.9003	1746.6762	891.714
"ERGIC1|57222"	9959.8337	6723.8554	8455.6267	7761.9048	7247.4604	8482.515	5135.8323	9534.2168	6445.7685	5481.1331	5141.5452	7258.1994	7626.6619	2961.1128
"ERGIC2|51290"	541.8031	553.7349	455.6267	429.3717	442.9094	460.9679	405.0786	618.7708	611.2074	542.8284	475.1974	532.7974	584.9802	371.5226
"ERGIC3|51614"	2248.6066	3295.4217	3755.7182	2992.397	3744.0065	3943.1296	2533.6558	3239.5567	2416.1734	3945.8067	3759.5171	2754.0193	2982.3931	2606.9399
"ERG|2078"	967.8846	1129.6386	1086.9167	1259.7039	1045.51	1122.9248	3378.4764	2991.8624	2239.7113	962.0423	1469.6567	2195.1768	1916.2774	81.9623
"ERH|2079"	1015.3057	756.1446	1194.8765	1247.6991	1131.2475	1078.4175	1083.8372	1274.1223	1208.0867	1287.6498	1907.7997	1138.9068	1165.2893	1297.936
"ERI1|90459"	205.6091	224.0964	249.7713	292.9172	158.4722	188.6259	191.8581	232.5041	189.6591	201.5452	156.73	298.7138	171.0384	325.7553
"ERI2|112479"	405.4251	319.6482	340.6038	212.9492	259.7765	286.1957	229.7944	307.792	217.9873	363.8607	237.4134	257.7524	260.2659	318.8334
"ERI3|79033"	627.7979	827.9518	633.1199	1096.0384	1246.6477	1066.4076	674.7279	884.7555	855.1625	857.6867	910.8367	584.2444	843.6939	917.7386
"ERICH1|157697"	499.6903	478.5542	633.1199	558.2233	396.5868	482.8682	368.3998	325.8157	278.6442	366.8122	338.4967	381.3505	355.7312	398.1454
"ERLEC1|27248"	1295.2314	1148.4337	1033.8518	1244.898	1250.3048	1179.7951	1305.1189	1610.4782	1637.9303	1454.7083	1035.0189	1194.8553	1536.4714	1892.6114
"ERLIN1|10613"	1115.81	988.9157	983.5316	985.1941	899.6343	1149.7704	1051.5921	1324.6532	1629.6351	951.7411	791.161	1118.328	1275.9612	1143.5836
"ERLIN2|11160"	2788.2863	2318.0723	2366.8801	2361.3445	2019.5043	2871.4235	1565.7638	2688.6771	2683.883	3384.6154	1580.8199	2355.3055	2454.9048	2449.2911
"ERMAP|114625"	317.7917	730.1205	458.3715	392.1569	385.2093	674.6733	300.6852	451.3679	395.5315	751.5396	245.8608	357.5563	381.2433	398.1454
"ERMN|57471"	4.9544	24.0964	21.9579	14.0056	7.7204	4.2388	5.2398	1.24	1.5082	2.2394	7.0103	3.2154	2.1559	16.1532
"ERMP1|79956"	1156.4045	954.3614	948.9844	911.2765	703.4295	1284.4966	913.1479	1718.1121	1161.7993	3242.3603	680.729	1104.2894	1386.3457	2619.0248
"ERN1|2081"	285.5879	282.8916	192.1317	256.1024	120.6826	237.372	162.0314	187.5533	248.4798	258.4257	30.0441	204.1801	248.2932	411.3072
"ERN2|10595"	0	1.9277	0	0	0	0	0	0.62	0	0.4479	1.0015	0	0	1.7948
"ERO1LB|56605"	737.5033	533.9759	418.1153	604.6419	526.6152	596.9622	466.3442	621.8709	810.6699	533.4229	438.143	485.5305	760.6899	626.0844
"ERO1L|30001"	1661.5058	2591.8072	1424.5197	1687.0748	1089.8009	1422.4656	1234.1798	1214.9113	2375.8285	2345.0901	671.9861	1717.3633	1384.1179	661.382
"ERP27|121506"	25.1261	25.5422	36.5965	43.6174	77.6107	31.7909	47.5615	41.8507	56.9354	42.9963	69.6021	49.1961	30.5426	40.3829
"ERP29|10961"	1603.822	1555.1807	2190.3019	1908.3633	1979.6831	2200.2826	1755.7437	2247.5393	1877.3607	2211.6224	3169.6515	1598.3923	2060.0072	4312.2943
"ERP44|23071"	1481.3766	1137.3494	1283.6231	1610.2441	1163.3482	1338.0431	1482.0637	1597.768	1753.3094	1599.8208	2117.1069	1250.1608	1758.534	1739.4556
"ERRFI1|54206"	24584.6236	8710.3614	9483.0741	3044.4178	4110.5242	15749.2052	1683.1923	9628.4585	6471.4083	23170.0817	3721.962	6043.0868	29347.4668	439.7248
"ERVFRDE1|405754"	5.3083	6.747	10.979	5.6022	5.2824	4.592	4.8368	12.0902	12.4428	4.4788	10.0147	9.0032	3.5932	32.0072
"ESAM|90952"	2726.7097	3375.9036	2436.4135	2597.8391	3304.3478	3598.0219	10061.6687	6867.5502	6267.7982	3588.8478	5193.6216	5141.8006	6276.3205	166.9159
"ESCO1|114799"	538.6181	536.8675	366.8801	406.1625	298.6591	328.1526	453.0431	439.8977	472.8279	567.4617	344.5056	508.6817	394.5383	376.907
"ESCO2|157570"	11.3244	13.012	32.9369	16.4066	11.7838	23.3133	23.7807	18.6003	20.7381	8.5097	14.5213	26.3666	10.0611	13.7601
"ESD|2098"	2526.7628	2678.0723	2489.4785	2255.7023	1782.2024	2380.0777	2894.3974	2774.5486	2243.4819	2794.3119	3534.6872	2017.6849	2541.1427	2088.8424
"ESF1|51575"	514.5537	407.7108	383.3486	428.9716	315.319	285.4115	338.9762	383.4767	354.4324	364.5728	214.8152	537.6206	425.7995	434.6395
"ESM1|11082"	3972.7506	3200	7494.968	6432.573	6467.6961	3633.3451	20395.4051	19012.9427	17835.4924	9911.5441	12148.3277	11126.3666	26158.8214	341.3102
"ESPL1|9700"	56.6221	130.6024	285.4529	128.8515	117.8383	231.7202	152.3579	41.2307	65.9848	41.2048	66.097	90.3537	70.4276	30.8106
"ESPNL|339768"	8.4933	9.1566	10.979	4.4018	4.0634	10.597	22.5715	33.1706	0	1.7915	3.5051	0.6431	0	75.3814
"ESPNP|284729"	9.9089	6.2651	16.4684	3.2013	16.6599	0.7065	7.6582	4.6501	3.0164	439.8164	7.0103	3.8585	3.9526	5.9827
"ESPN|83715"	589.9319	209.6386	920.4026	435.3741	431.1256	170.6111	171.705	276.8348	96.5263	1074.4597	740.0861	331.1897	318.0022	87.0476
"ESR1|2099"	98.381	69.3976	63.129	95.2381	88.5819	114.094	66.9085	156.8627	116.8873	40.309	122.1793	49.5177	114.6245	213.2815
"ESR2|2100"	9.9089	12.5301	16.4684	14.8059	15.4409	15.8954	8.0613	1.55	3.3935	10.7491	9.0132	5.7878	4.6712	169.309
"ESRP1|54845"	15.5711	0	0	2.8011	0.4063	0.3532	0.4031	0	0.7541	1094.1664	9.0132	0	7.9051	5.3844
"ESRP2|80004"	348.2261	330.1205	282.7081	366.5466	505.4856	376.5454	220.0726	269.3947	237.9222	554.0253	322.974	183.9228	212.3608	151.3611
"ESRRA|2101"	1274.7058	970.1205	975.2973	1398.5594	1430.7192	1404.0975	1033.4543	800.744	734.5047	982.1968	1238.3172	1041.1576	847.6464	1176.4882
"ESRRB|2103"	2.1233	4.3373	4.5746	7.603	4.4697	3.5323	4.4337	2.17	1.5082	11.197	4.0059	1.6077	0.7186	5.6835
"ESRRG|2104"	377.9528	54.4578	259.8353	180.072	52.0114	195.6906	188.2306	162.7528	322.0056	25.5291	92.1352	37.6206	290.3342	134.3105
"ESX1|80712"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2991
"ESYT1|23344"	4724.0556	3688.6747	3918.5727	2568.2273	2687.1191	4666.1957	3574.3652	3534.3719	3323.3696	3763.5203	2090.5679	3168.8103	4129.7161	10091.2354
"ESYT2|57488"	5246.3948	4428.9157	3306.4959	3639.4558	3055.6684	4414.6945	3798.4684	4365.8064	4893.807	5540.7009	2410.0367	7159.164	4078.3327	2038.5881
"ESYT3|83850"	1.7694	18.3133	4.5746	4.4018	5.2824	84.7757	0.4031	0.62	0	135.7071	4.0059	0	1.4373	1.4957
"ETAA1|54465"	503.2292	481.9277	383.3486	250.1	384.3966	348.6401	360.3386	380.0667	401.5644	591.1992	342.5026	286.1736	442.3284	552.1986
"ETF1|2107"	2977.6166	1652.0482	1927.7219	4688.2753	1976.8387	1704.698	1519.1455	2154.5377	2189.1859	1339.6036	1155.1952	4238.2637	2022.2781	2356.2668
"ETFA|2108"	1521.7199	1203.8554	1270.8143	1508.6034	1665.5831	1422.4656	1134.6231	1125.0097	1528.9612	713.9178	1585.3265	1237.6206	1246.4966	2221.3581
"ETFB|2109"	1500.1327	918.0723	1524.2452	2306.1224	1713.9374	1778.1703	1447.4002	1521.8166	1091.1994	1068.6373	2949.3281	1019.9357	1613.7262	1530.9602
"ETFDH|2110"	668.1412	639.0361	613.9067	754.3017	632.6696	578.9474	540.5079	529.7993	711.5043	493.5618	683.503	773.955	893.64	820.2214
"ETHE1|23474"	142.617	344.0964	287.2827	501.8007	322.6331	275.8742	304.7158	246.1443	218.6924	341.2832	369.0416	244.6945	264.8221	323.9605
"ETNK1|55500"	1367.7785	1404.3373	1118.0238	940.3762	1025.5993	938.1844	1146.715	1125.0097	1268.4156	1656.2535	690.5133	1498.0707	1145.1671	1276.0993
"ETNK2|55224"	456.1621	472.7711	714.5471	691.8768	447.7855	883.7866	484.8851	489.1886	324.645	535.6623	736.5809	498.3923	726.9134	122.3452
